,Date,Name,Tm,IP,TBF,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP,xFIP
25,2018-07-09,Corey Kluber,CLE,54.0,207,8.7,0.8,10.4,1.0,25.1%,2.4%,22.7%,.223,0.93,.271,81.7%,2.96,3.07
26,2018-07-09,Trevor Bauer,CLE,56.1,226,13.3,2.2,5.9,0.3,36.7%,6.2%,30.5%,.206,1.01,.331,69.9%,1.58,2.44
0,2018-07-10,Reynaldo Lopez,CHW,50.2,224,6.4,4.3,1.5,0.7,16.1%,10.7%,5.4%,.276,1.54,.321,70.7%,4.42,5.71
1,2018-07-10,Carlos Rodon,CHW,35.2,154,7.1,3.8,1.9,1.8,18.2%,9.7%,8.4%,.228,1.29,.238,76.5%,5.66,5.61
2,2018-07-10,Adam Plutko,CLE,21.1,91,5.9,2.1,2.8,2.1,15.4%,5.5%,9.9%,.291,1.41,.298,65.2%,5.60,5.57
3,2018-07-10,Lucas Giolito,CHW,48.0,208,5.6,3.8,1.5,2.1,14.4%,9.6%,4.8%,.251,1.40,.247,72.2%,6.20,5.43
4,2018-07-10,Jason Hammel,KCR,42.1,205,7.0,3.2,2.2,1.5,16.1%,7.3%,8.8%,.333,1.84,.376,60.7%,4.89,5.31
5,2018-07-10,Jakob Junis,KCR,40.1,189,8.3,3.3,2.5,2.9,19.6%,7.9%,11.6%,.292,1.59,.305,67.6%,7.08,5.22
6,2018-07-10,James Shields,CHW,57.0,245,6.9,3.2,2.2,1.7,18.0%,8.2%,9.8%,.241,1.30,.254,68.8%,5.23,5.13
7,2018-07-10,Ian Kennedy,KCR,39.0,164,7.8,3.7,2.1,1.8,20.7%,9.8%,11.0%,.225,1.26,.238,74.7%,5.39,5.10
8,2018-07-10,Dylan Covey,CHW,37.1,173,6.5,4.8,1.4,1.4,15.6%,11.6%,4.0%,.285,1.69,.314,58.3%,5.57,4.99
9,2018-07-10,Matthew Boyd,DET,40.1,180,8.5,4.0,2.1,1.8,21.1%,10.0%,11.1%,.252,1.44,.283,64.3%,5.42,4.97
10,2018-07-10,Francisco Liriano,DET,23.1,111,8.9,6.2,1.4,2.7,20.7%,14.4%,6.3%,.316,1.97,.354,69.1%,7.15,4.95
11,2018-07-10,Danny Duffy,KCR,48.0,207,8.4,4.3,2.0,0.9,21.7%,11.1%,10.6%,.231,1.35,.280,80.0%,4.20,4.91
12,2018-07-10,Mike Fiers,DET,55.1,232,7.5,2.3,3.3,1.1,19.8%,6.0%,13.8%,.242,1.19,.278,86.2%,4.06,4.78
13,2018-07-10,Fernando Romero,MIN,29.2,134,6.7,2.4,2.8,1.5,16.4%,6.0%,10.4%,.293,1.48,.323,62.5%,4.98,4.74
14,2018-07-10,Jake Odorizzi,MIN,42.2,196,9.9,4.4,2.2,1.1,24.0%,10.7%,13.3%,.281,1.62,.361,68.2%,4.24,4.73
15,2018-07-10,Brad Keller,KCR,38.1,158,5.2,3.8,1.4,0.0,13.9%,10.1%,3.8%,.255,1.36,.302,77.4%,3.34,4.64
16,2018-07-10,Blaine Hardy,DET,34.1,137,6.0,2.4,2.6,1.0,16.8%,6.6%,10.2%,.228,1.11,.250,65.9%,4.21,4.57
17,2018-07-10,Lance Lynn,MIN,42.1,189,8.5,4.7,1.8,0.4,21.2%,11.6%,9.5%,.238,1.44,.303,70.3%,3.66,4.29
18,2018-07-10,Michael Fulmer,DET,50.0,206,7.2,2.9,2.5,1.1,19.4%,7.8%,11.7%,.249,1.26,.287,71.9%,4.14,4.13
19,2018-07-10,Mike Clevinger,CLE,51.0,214,9.9,3.2,3.1,0.7,26.2%,8.4%,17.8%,.236,1.25,.311,75.8%,3.10,3.96
20,2018-07-10,Kyle Gibson,MIN,51.2,213,8.2,3.3,2.5,1.2,22.1%,8.9%,13.2%,.233,1.24,.273,83.3%,4.26,3.78
21,2018-07-10,Jose Berrios,MIN,60.0,242,9.4,2.1,4.5,1.4,26.0%,5.8%,20.3%,.223,1.07,.270,86.6%,3.91,3.70
22,2018-07-10,Shane Bieber,CLE,36.1,156,8.9,1.5,6.0,1.0,23.1%,3.9%,19.2%,.304,1.40,.380,82.3%,3.27,3.52
23,2018-07-10,Jordan Zimmermann,DET,25.0,91,8.6,0.4,24.0,0.4,26.4%,1.1%,25.3%,.189,0.72,.246,72.3%,1.88,3.41
24,2018-07-10,Carlos Carrasco,CLE,30.0,133,12.0,2.4,5.0,1.5,30.1%,6.0%,24.1%,.289,1.43,.395,70.0%,3.86,3.40
25,2018-07-10,Corey Kluber,CLE,54.0,207,8.7,0.8,10.4,1.0,25.1%,2.4%,22.7%,.223,0.93,.271,81.7%,2.96,3.07
26,2018-07-10,Trevor Bauer,CLE,56.1,226,13.3,2.2,5.9,0.3,36.7%,6.2%,30.5%,.206,1.01,.331,69.9%,1.58,2.44
0,2018-07-11,Reynaldo Lopez,CHW,43.2,199,6.8,4.3,1.6,0.8,16.6%,10.5%,6.0%,.282,1.60,.329,70.2%,4.56,5.86
1,2018-07-11,Carlos Rodon,CHW,35.2,154,7.1,3.8,1.9,1.8,18.2%,9.7%,8.4%,.228,1.29,.238,76.5%,5.66,5.61
2,2018-07-11,Adam Plutko,CLE,21.1,91,5.9,2.1,2.8,2.1,15.4%,5.5%,9.9%,.291,1.41,.298,65.2%,5.60,5.57
3,2018-07-11,Lucas Giolito,CHW,48.0,208,5.6,3.8,1.5,2.1,14.4%,9.6%,4.8%,.251,1.40,.247,72.2%,6.20,5.43
4,2018-07-11,Jason Hammel,KCR,42.1,205,7.0,3.2,2.2,1.5,16.1%,7.3%,8.8%,.333,1.84,.376,60.7%,4.89,5.31
5,2018-07-11,Fernando Romero,MIN,22.2,108,6.0,2.4,2.5,2.0,13.9%,5.6%,8.3%,.313,1.63,.329,60.6%,5.90,5.29
6,2018-07-11,Jakob Junis,KCR,40.1,189,8.3,3.3,2.5,2.9,19.6%,7.9%,11.6%,.292,1.59,.305,67.6%,7.08,5.22
7,2018-07-11,James Shields,CHW,57.0,245,6.9,3.2,2.2,1.7,18.0%,8.2%,9.8%,.241,1.30,.254,68.8%,5.23,5.13
8,2018-07-11,Ian Kennedy,KCR,42.0,178,7.9,3.6,2.2,1.9,20.8%,9.6%,11.2%,.237,1.31,.254,76.0%,5.47,5.08
9,2018-07-11,Francisco Liriano,DET,23.1,111,8.9,6.2,1.4,2.7,20.7%,14.4%,6.3%,.316,1.97,.354,69.1%,7.15,4.95
10,2018-07-11,Danny Duffy,KCR,48.0,207,8.4,4.3,2.0,0.9,21.7%,11.1%,10.6%,.231,1.35,.280,80.0%,4.20,4.91
11,2018-07-11,Dylan Covey,CHW,42.1,199,6.8,4.7,1.5,1.3,16.1%,11.1%,5.0%,.297,1.75,.336,57.7%,5.19,4.79
12,2018-07-11,Matthew Boyd,DET,46.1,204,8.9,3.7,2.4,1.7,22.6%,9.3%,13.2%,.243,1.36,.278,60.7%,5.19,4.77
13,2018-07-11,Jake Odorizzi,MIN,42.2,196,9.9,4.4,2.2,1.1,24.0%,10.7%,13.3%,.281,1.62,.361,68.2%,4.24,4.73
14,2018-07-11,Brad Keller,KCR,38.1,158,5.2,3.8,1.4,0.0,13.9%,10.1%,3.8%,.255,1.36,.302,77.4%,3.34,4.64
15,2018-07-11,Mike Fiers,DET,49.2,204,7.6,2.0,3.8,1.1,20.6%,5.4%,15.2%,.226,1.09,.261,88.5%,3.89,4.61
16,2018-07-11,Blaine Hardy,DET,34.1,137,6.0,2.4,2.6,1.0,16.8%,6.6%,10.2%,.228,1.11,.250,65.9%,4.21,4.57
17,2018-07-11,Lance Lynn,MIN,42.1,189,8.5,4.7,1.8,0.4,21.2%,11.6%,9.5%,.238,1.44,.303,70.3%,3.66,4.29
18,2018-07-11,Michael Fulmer,DET,50.0,206,7.2,2.9,2.5,1.1,19.4%,7.8%,11.7%,.249,1.26,.287,71.9%,4.14,4.13
19,2018-07-11,Mike Clevinger,CLE,51.0,214,9.9,3.2,3.1,0.7,26.2%,8.4%,17.8%,.236,1.25,.311,75.8%,3.10,3.96
20,2018-07-11,Kyle Gibson,MIN,51.2,213,8.2,3.3,2.5,1.2,22.1%,8.9%,13.2%,.233,1.24,.273,83.3%,4.26,3.78
21,2018-07-11,Jose Berrios,MIN,60.0,242,9.4,2.1,4.5,1.4,26.0%,5.8%,20.3%,.223,1.07,.270,86.6%,3.91,3.70
22,2018-07-11,Shane Bieber,CLE,36.1,156,8.9,1.5,6.0,1.0,23.1%,3.9%,19.2%,.304,1.40,.380,82.3%,3.27,3.52
23,2018-07-11,Jordan Zimmermann,DET,25.0,91,8.6,0.4,24.0,0.4,26.4%,1.1%,25.3%,.189,0.72,.246,72.3%,1.88,3.41
24,2018-07-11,Carlos Carrasco,CLE,30.0,133,12.0,2.4,5.0,1.5,30.1%,6.0%,24.1%,.289,1.43,.395,70.0%,3.86,3.40
25,2018-07-11,Corey Kluber,CLE,47.2,181,8.5,0.9,9.0,1.1,24.9%,2.8%,22.1%,.216,0.90,.256,78.0%,3.22,3.22
26,2018-07-11,Trevor Bauer,CLE,64.1,256,13.3,2.5,5.3,0.3,37.1%,7.0%,30.1%,.196,0.99,.319,73.2%,1.59,2.50
0,2018-07-12,Reynaldo Lopez,CHW,43.2,199,6.8,4.3,1.6,0.8,16.6%,10.5%,6.0%,.282,1.60,.329,70.2%,4.56,5.86
1,2018-07-12,Adam Plutko,CLE,21.1,91,5.9,2.1,2.8,2.1,15.4%,5.5%,9.9%,.291,1.41,.298,65.2%,5.60,5.57
2,2018-07-12,Lucas Giolito,CHW,48.0,208,5.6,3.8,1.5,2.1,14.4%,9.6%,4.8%,.251,1.40,.247,72.2%,6.20,5.43
3,2018-07-12,Jason Hammel,KCR,42.1,205,7.0,3.2,2.2,1.5,16.1%,7.3%,8.8%,.333,1.84,.376,60.7%,4.89,5.31
4,2018-07-12,Fernando Romero,MIN,22.2,108,6.0,2.4,2.5,2.0,13.9%,5.6%,8.3%,.313,1.63,.329,60.6%,5.90,5.29
5,2018-07-12,Jakob Junis,KCR,40.1,189,8.3,3.3,2.5,2.9,19.6%,7.9%,11.6%,.292,1.59,.305,67.6%,7.08,5.22
6,2018-07-12,James Shields,CHW,57.0,245,6.9,3.2,2.2,1.7,18.0%,8.2%,9.8%,.241,1.30,.254,68.8%,5.23,5.13
7,2018-07-12,Carlos Rodon,CHW,43.0,182,7.3,3.6,2.1,1.5,19.2%,9.3%,9.9%,.210,1.19,.225,79.2%,5.04,5.12
8,2018-07-12,Ian Kennedy,KCR,37.0,156,8.0,3.4,2.4,2.2,21.1%,9.0%,12.2%,.234,1.27,.242,76.3%,5.76,5.05
9,2018-07-12,Danny Duffy,KCR,48.0,207,8.4,4.3,2.0,0.9,21.7%,11.1%,10.6%,.231,1.35,.280,80.0%,4.20,4.91
10,2018-07-12,Dylan Covey,CHW,42.1,199,6.8,4.7,1.5,1.3,16.1%,11.1%,5.0%,.297,1.75,.336,57.7%,5.19,4.79
11,2018-07-12,Matthew Boyd,DET,46.1,204,8.9,3.7,2.4,1.7,22.6%,9.3%,13.2%,.243,1.36,.278,60.7%,5.19,4.77
12,2018-07-12,Brad Keller,KCR,38.1,158,5.2,3.8,1.4,0.0,13.9%,10.1%,3.8%,.255,1.36,.302,77.4%,3.34,4.64
13,2018-07-12,Mike Fiers,DET,49.2,204,7.6,2.0,3.8,1.1,20.6%,5.4%,15.2%,.226,1.09,.261,88.5%,3.89,4.61
14,2018-07-12,Blaine Hardy,DET,34.1,137,6.0,2.4,2.6,1.0,16.8%,6.6%,10.2%,.228,1.11,.250,65.9%,4.21,4.57
15,2018-07-12,Jake Odorizzi,MIN,37.1,174,10.6,4.8,2.2,0.7,25.3%,11.5%,13.8%,.273,1.63,.369,65.8%,3.78,4.55
16,2018-07-12,Lance Lynn,MIN,47.1,213,8.7,4.8,1.8,0.8,21.6%,11.7%,9.9%,.239,1.46,.298,71.2%,4.15,4.31
17,2018-07-12,Michael Fulmer,DET,50.0,206,7.2,2.9,2.5,1.1,19.4%,7.8%,11.7%,.249,1.26,.287,71.9%,4.14,4.13
18,2018-07-12,Mike Clevinger,CLE,51.0,214,9.9,3.2,3.1,0.7,26.2%,8.4%,17.8%,.236,1.25,.311,75.8%,3.10,3.96
19,2018-07-12,Kyle Gibson,MIN,51.2,213,8.2,3.3,2.5,1.2,22.1%,8.9%,13.2%,.233,1.24,.273,83.3%,4.26,3.78
20,2018-07-12,Jordan Zimmermann,DET,31.2,123,8.2,0.6,14.5,0.9,23.6%,1.6%,21.9%,.231,0.95,.281,77.5%,2.75,3.76
21,2018-07-12,Jose Berrios,MIN,60.0,242,9.4,2.1,4.5,1.4,26.0%,5.8%,20.3%,.223,1.07,.270,86.6%,3.91,3.70
22,2018-07-12,Shane Bieber,CLE,36.1,156,8.9,1.5,6.0,1.0,23.1%,3.9%,19.2%,.304,1.40,.380,82.3%,3.27,3.52
23,2018-07-12,Corey Kluber,CLE,47.2,181,8.5,0.9,9.0,1.1,24.9%,2.8%,22.1%,.216,0.90,.256,78.0%,3.22,3.22
24,2018-07-12,Carlos Carrasco,CLE,29.1,127,12.0,2.1,5.6,0.9,30.7%,5.5%,25.2%,.282,1.36,.400,72.2%,2.85,3.21
25,2018-07-12,Trevor Bauer,CLE,64.1,256,13.3,2.5,5.3,0.3,37.1%,7.0%,30.1%,.196,0.99,.319,73.2%,1.59,2.50
0,2018-07-13,Reynaldo Lopez,CHW,43.2,199,6.8,4.3,1.6,0.8,16.6%,10.5%,6.0%,.282,1.60,.329,70.2%,4.56,5.86
1,2018-07-13,Jason Hammel,KCR,37.0,183,5.6,3.2,1.8,1.7,12.6%,7.1%,5.5%,.349,1.95,.374,57.0%,5.51,5.82
2,2018-07-13,Adam Plutko,CLE,21.1,91,5.9,2.1,2.8,2.1,15.4%,5.5%,9.9%,.291,1.41,.298,65.2%,5.60,5.57
3,2018-07-13,Lucas Giolito,CHW,48.0,208,5.6,3.8,1.5,2.1,14.4%,9.6%,4.8%,.251,1.40,.247,72.2%,6.20,5.43
4,2018-07-13,Fernando Romero,MIN,22.2,108,6.0,2.4,2.5,2.0,13.9%,5.6%,8.3%,.313,1.63,.329,60.6%,5.90,5.29
5,2018-07-13,Jakob Junis,KCR,40.1,189,8.3,3.3,2.5,2.9,19.6%,7.9%,11.6%,.292,1.59,.305,67.6%,7.08,5.22
6,2018-07-13,Carlos Rodon,CHW,43.0,182,7.3,3.6,2.1,1.5,19.2%,9.3%,9.9%,.210,1.19,.225,79.2%,5.04,5.12
7,2018-07-13,Ian Kennedy,KCR,37.0,156,8.0,3.4,2.4,2.2,21.1%,9.0%,12.2%,.234,1.27,.242,76.3%,5.76,5.05
8,2018-07-13,James Shields,CHW,50.0,217,7.2,3.1,2.4,2.0,18.4%,7.8%,10.6%,.246,1.32,.257,69.8%,5.50,4.99
9,2018-07-13,Danny Duffy,KCR,48.0,207,8.4,4.3,2.0,0.9,21.7%,11.1%,10.6%,.231,1.35,.280,80.0%,4.20,4.91
10,2018-07-13,Blaine Hardy,DET,27.1,112,5.6,2.6,2.1,1.3,15.2%,7.1%,8.0%,.252,1.24,.268,64.6%,4.81,4.90
11,2018-07-13,Dylan Covey,CHW,42.1,199,6.8,4.7,1.5,1.3,16.1%,11.1%,5.0%,.297,1.75,.336,57.7%,5.19,4.79
12,2018-07-13,Matthew Boyd,DET,46.1,204,8.9,3.7,2.4,1.7,22.6%,9.3%,13.2%,.243,1.36,.278,60.7%,5.19,4.77
13,2018-07-13,Brad Keller,KCR,38.1,158,5.2,3.8,1.4,0.0,13.9%,10.1%,3.8%,.255,1.36,.302,77.4%,3.34,4.64
14,2018-07-13,Mike Fiers,DET,49.2,204,7.6,2.0,3.8,1.1,20.6%,5.4%,15.2%,.226,1.09,.261,88.5%,3.89,4.61
15,2018-07-13,Jake Odorizzi,MIN,37.1,174,10.6,4.8,2.2,0.7,25.3%,11.5%,13.8%,.273,1.63,.369,65.8%,3.78,4.55
16,2018-07-13,Lance Lynn,MIN,47.1,213,8.7,4.8,1.8,0.8,21.6%,11.7%,9.9%,.239,1.46,.298,71.2%,4.15,4.31
17,2018-07-13,Michael Fulmer,DET,50.0,206,7.2,2.9,2.5,1.1,19.4%,7.8%,11.7%,.249,1.26,.287,71.9%,4.14,4.13
18,2018-07-13,Mike Clevinger,CLE,51.0,214,9.9,3.2,3.1,0.7,26.2%,8.4%,17.8%,.236,1.25,.311,75.8%,3.10,3.96
19,2018-07-13,Jordan Zimmermann,DET,31.2,123,8.2,0.6,14.5,0.9,23.6%,1.6%,21.9%,.231,0.95,.281,77.5%,2.75,3.76
20,2018-07-13,Jose Berrios,MIN,52.2,212,9.4,2.2,4.2,1.4,25.9%,6.1%,19.8%,.215,1.04,.258,85.8%,4.02,3.73
21,2018-07-13,Kyle Gibson,MIN,59.2,242,8.4,2.9,2.9,1.1,23.1%,7.8%,15.3%,.225,1.16,.270,83.1%,3.81,3.59
22,2018-07-13,Shane Bieber,CLE,36.1,156,8.9,1.5,6.0,1.0,23.1%,3.9%,19.2%,.304,1.40,.380,82.3%,3.27,3.52
23,2018-07-13,Corey Kluber,CLE,55.0,213,8.8,1.1,7.7,1.3,25.4%,3.3%,22.1%,.223,0.96,.264,74.2%,3.47,3.32
24,2018-07-13,Carlos Carrasco,CLE,29.1,127,12.0,2.1,5.6,0.9,30.7%,5.5%,25.2%,.282,1.36,.400,72.2%,2.85,3.21
25,2018-07-13,Trevor Bauer,CLE,57.0,227,12.9,2.5,5.1,0.2,36.1%,7.0%,29.1%,.197,1.00,.320,75.1%,1.51,2.56
0,2018-07-14,Reynaldo Lopez,CHW,43.2,199,6.8,4.3,1.6,0.8,16.6%,10.5%,6.0%,.282,1.60,.329,70.2%,4.56,5.86
1,2018-07-14,Jason Hammel,KCR,37.0,183,5.6,3.2,1.8,1.7,12.6%,7.1%,5.5%,.349,1.95,.374,57.0%,5.51,5.82
2,2018-07-14,Lucas Giolito,CHW,48.0,208,5.6,3.8,1.5,2.1,14.4%,9.6%,4.8%,.251,1.40,.247,72.2%,6.20,5.43
3,2018-07-14,Fernando Romero,MIN,22.2,108,6.0,2.4,2.5,2.0,13.9%,5.6%,8.3%,.313,1.63,.329,60.6%,5.90,5.29
4,2018-07-14,Jakob Junis,KCR,34.1,160,7.9,2.9,2.7,3.1,18.8%,6.9%,11.9%,.299,1.57,.304,64.0%,7.36,5.22
5,2018-07-14,Carlos Rodon,CHW,43.0,182,7.3,3.6,2.1,1.5,19.2%,9.3%,9.9%,.210,1.19,.225,79.2%,5.04,5.12
6,2018-07-14,Ian Kennedy,KCR,37.0,156,8.0,3.4,2.4,2.2,21.1%,9.0%,12.2%,.234,1.27,.242,76.3%,5.76,5.05
7,2018-07-14,James Shields,CHW,56.2,246,7.5,3.0,2.5,1.7,19.1%,7.7%,11.4%,.240,1.29,.258,67.1%,5.14,5.00
8,2018-07-14,Danny Duffy,KCR,48.0,207,8.4,4.3,2.0,0.9,21.7%,11.1%,10.6%,.231,1.35,.280,80.0%,4.20,4.91
9,2018-07-14,Blaine Hardy,DET,27.1,112,5.6,2.6,2.1,1.3,15.2%,7.1%,8.0%,.252,1.24,.268,64.6%,4.81,4.90
10,2018-07-14,Brad Keller,KCR,41.0,177,5.0,4.4,1.1,0.0,13.0%,11.3%,1.7%,.276,1.54,.323,73.4%,3.58,4.82
11,2018-07-14,Dylan Covey,CHW,38.0,179,6.9,4.5,1.5,1.4,16.2%,10.6%,5.6%,.297,1.74,.333,60.4%,5.35,4.81
12,2018-07-14,Jake Odorizzi,MIN,41.2,197,10.2,4.5,2.2,0.9,23.9%,10.7%,13.2%,.286,1.68,.375,63.4%,4.03,4.72
13,2018-07-14,Mike Fiers,DET,55.2,230,7.1,1.8,4.0,1.1,19.1%,4.8%,14.3%,.241,1.13,.273,87.2%,3.97,4.65
14,2018-07-14,Matthew Boyd,DET,41.1,183,9.1,3.5,2.6,2.0,22.9%,8.7%,14.2%,.256,1.40,.292,55.8%,5.34,4.63
15,2018-07-14,Lance Lynn,MIN,41.1,186,8.9,4.8,1.9,0.9,22.0%,11.8%,10.2%,.237,1.45,.296,70.2%,4.32,4.22
16,2018-07-14,Michael Fulmer,DET,50.0,206,7.2,2.9,2.5,1.1,19.4%,7.8%,11.7%,.249,1.26,.287,71.9%,4.14,4.13
17,2018-07-14,Mike Clevinger,CLE,51.0,214,9.9,3.2,3.1,0.7,26.2%,8.4%,17.8%,.236,1.25,.311,75.8%,3.10,3.96
18,2018-07-14,Jordan Zimmermann,DET,31.2,123,8.2,0.6,14.5,0.9,23.6%,1.6%,21.9%,.231,0.95,.281,77.5%,2.75,3.76
19,2018-07-14,Jose Berrios,MIN,52.2,212,9.4,2.2,4.2,1.4,25.9%,6.1%,19.8%,.215,1.04,.258,85.8%,4.02,3.73
20,2018-07-14,Kyle Gibson,MIN,59.2,242,8.4,2.9,2.9,1.1,23.1%,7.8%,15.3%,.225,1.16,.270,83.1%,3.81,3.59
21,2018-07-14,Shane Bieber,CLE,43.1,183,8.7,1.7,5.3,0.8,22.9%,4.4%,18.6%,.289,1.34,.362,77.2%,3.11,3.52
22,2018-07-14,Corey Kluber,CLE,55.0,213,8.8,1.1,7.7,1.3,25.4%,3.3%,22.1%,.223,0.96,.264,74.2%,3.47,3.32
23,2018-07-14,Carlos Carrasco,CLE,29.1,127,12.0,2.1,5.6,0.9,30.7%,5.5%,25.2%,.282,1.36,.400,72.2%,2.85,3.21
24,2018-07-14,Trevor Bauer,CLE,57.0,227,12.9,2.5,5.1,0.2,36.1%,7.0%,29.1%,.197,1.00,.320,75.1%,1.51,2.56
0,2018-07-15,Jason Hammel,KCR,37.0,183,5.6,3.2,1.8,1.7,12.6%,7.1%,5.5%,.349,1.95,.374,57.0%,5.51,5.82
1,2018-07-15,Lucas Giolito,CHW,42.0,183,5.8,4.3,1.4,1.9,14.8%,10.9%,3.8%,.235,1.38,.230,73.3%,6.16,5.62
2,2018-07-15,Reynaldo Lopez,CHW,51.1,230,7.0,3.7,1.9,1.1,17.4%,9.1%,8.3%,.283,1.54,.327,69.7%,4.58,5.54
3,2018-07-15,Fernando Romero,MIN,22.2,108,6.0,2.4,2.5,2.0,13.9%,5.6%,8.3%,.313,1.63,.329,60.6%,5.90,5.29
4,2018-07-15,Jakob Junis,KCR,34.1,160,7.9,2.9,2.7,3.1,18.8%,6.9%,11.9%,.299,1.57,.304,64.0%,7.36,5.22
5,2018-07-15,Carlos Rodon,CHW,43.0,182,7.3,3.6,2.1,1.5,19.2%,9.3%,9.9%,.210,1.19,.225,79.2%,5.04,5.12
6,2018-07-15,Ian Kennedy,KCR,37.0,156,8.0,3.4,2.4,2.2,21.1%,9.0%,12.2%,.234,1.27,.242,76.3%,5.76,5.05
7,2018-07-15,James Shields,CHW,56.2,246,7.5,3.0,2.5,1.7,19.1%,7.7%,11.4%,.240,1.29,.258,67.1%,5.14,5.00
8,2018-07-15,Blaine Hardy,DET,27.1,112,5.6,2.6,2.1,1.3,15.2%,7.1%,8.0%,.252,1.24,.268,64.6%,4.81,4.90
9,2018-07-15,Brad Keller,KCR,41.0,177,5.0,4.4,1.1,0.0,13.0%,11.3%,1.7%,.276,1.54,.323,73.4%,3.58,4.82
10,2018-07-15,Dylan Covey,CHW,38.0,179,6.9,4.5,1.5,1.4,16.2%,10.6%,5.6%,.297,1.74,.333,60.4%,5.35,4.81
11,2018-07-15,Jake Odorizzi,MIN,41.2,197,10.2,4.5,2.2,0.9,23.9%,10.7%,13.2%,.286,1.68,.375,63.4%,4.03,4.72
12,2018-07-15,Danny Duffy,KCR,49.0,211,9.0,4.0,2.2,0.9,23.2%,10.4%,12.8%,.225,1.31,.278,81.4%,3.96,4.65
13,2018-07-15,Mike Fiers,DET,55.2,230,7.1,1.8,4.0,1.1,19.1%,4.8%,14.3%,.241,1.13,.273,87.2%,3.97,4.65
14,2018-07-15,Matthew Boyd,DET,41.1,183,9.1,3.5,2.6,2.0,22.9%,8.7%,14.2%,.256,1.40,.292,55.8%,5.34,4.63
15,2018-07-15,Lance Lynn,MIN,41.1,186,8.9,4.8,1.9,0.9,22.0%,11.8%,10.2%,.237,1.45,.296,70.2%,4.32,4.22
16,2018-07-15,Michael Fulmer,DET,51.1,212,7.2,2.5,2.9,1.1,19.3%,6.6%,12.7%,.259,1.27,.300,69.4%,3.96,4.08
17,2018-07-15,Mike Clevinger,CLE,50.1,215,10.2,3.0,3.4,1.1,26.5%,7.9%,18.6%,.249,1.31,.321,73.4%,3.52,3.94
18,2018-07-15,Jose Berrios,MIN,58.2,239,9.2,2.5,3.8,1.2,25.1%,6.7%,18.4%,.220,1.09,.267,77.8%,3.96,3.91
19,2018-07-15,Kyle Gibson,MIN,52.2,215,8.2,3.1,2.7,1.2,22.3%,8.4%,14.0%,.230,1.20,.270,81.2%,4.15,3.77
20,2018-07-15,Jordan Zimmermann,DET,31.2,123,8.2,0.6,14.5,0.9,23.6%,1.6%,21.9%,.231,0.95,.281,77.5%,2.75,3.76
21,2018-07-15,Shane Bieber,CLE,43.1,183,8.7,1.7,5.3,0.8,22.9%,4.4%,18.6%,.289,1.34,.362,77.2%,3.11,3.52
22,2018-07-15,Corey Kluber,CLE,55.0,213,8.8,1.1,7.7,1.3,25.4%,3.3%,22.1%,.223,0.96,.264,74.2%,3.47,3.32
23,2018-07-15,Carlos Carrasco,CLE,29.1,127,12.0,2.1,5.6,0.9,30.7%,5.5%,25.2%,.282,1.36,.400,72.2%,2.85,3.21
24,2018-07-15,Trevor Bauer,CLE,57.0,227,12.9,2.5,5.1,0.2,36.1%,7.0%,29.1%,.197,1.00,.320,75.1%,1.51,2.56
0,2018-07-16,Jason Hammel,KCR,37.0,183,5.6,3.2,1.8,1.7,12.6%,7.1%,5.5%,.349,1.95,.374,57.0%,5.51,5.82
1,2018-07-16,Lucas Giolito,CHW,48.1,205,6.1,4.3,1.4,1.7,16.1%,11.2%,4.9%,.221,1.30,.223,75.9%,5.71,5.44
2,2018-07-16,Reynaldo Lopez,CHW,48.2,212,7.0,3.7,1.9,1.1,17.9%,9.4%,8.5%,.265,1.44,.303,75.8%,4.62,5.43
3,2018-07-16,Jakob Junis,KCR,34.1,160,7.9,2.9,2.7,3.1,18.8%,6.9%,11.9%,.299,1.57,.304,64.0%,7.36,5.22
4,2018-07-16,Francisco Liriano,DET,21.1,99,7.6,6.8,1.1,1.7,18.2%,16.2%,2.0%,.301,1.92,.344,67.8%,6.16,5.19
5,2018-07-16,Carlos Rodon,CHW,43.0,182,7.3,3.6,2.1,1.5,19.2%,9.3%,9.9%,.210,1.19,.225,79.2%,5.04,5.12
6,2018-07-16,Fernando Romero,MIN,25.1,116,5.3,1.8,3.0,1.4,12.9%,4.3%,8.6%,.299,1.46,.318,70.6%,5.10,5.06
7,2018-07-16,Ian Kennedy,KCR,37.0,156,8.0,3.4,2.4,2.2,21.1%,9.0%,12.2%,.234,1.27,.242,76.3%,5.76,5.05
8,2018-07-16,James Shields,CHW,56.2,246,7.5,3.0,2.5,1.7,19.1%,7.7%,11.4%,.240,1.29,.258,67.1%,5.14,5.00
9,2018-07-16,Brad Keller,KCR,38.0,164,4.7,4.5,1.1,0.0,12.2%,11.6%,0.6%,.278,1.55,.323,73.3%,3.69,4.95
10,2018-07-16,Blaine Hardy,DET,27.1,112,5.6,2.6,2.1,1.3,15.2%,7.1%,8.0%,.252,1.24,.268,64.6%,4.81,4.90
11,2018-07-16,Dylan Covey,CHW,38.0,179,6.9,4.5,1.5,1.4,16.2%,10.6%,5.6%,.297,1.74,.333,60.4%,5.35,4.81
12,2018-07-16,Jake Odorizzi,MIN,41.2,197,10.2,4.5,2.2,0.9,23.9%,10.7%,13.2%,.286,1.68,.375,63.4%,4.03,4.72
