,Date,Tm,IP,TBF,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP,xFIP
7,2018-06-01,CHW,24.2,116,6.9,3.6,1.9,1.5,16.4%,8.6%,7.8%,.305,1.70,.337,76.9%,4.94,4.78
8,2018-06-01,LAA,25.2,113,8.4,3.2,2.7,0.7,21.2%,8.0%,13.3%,.238,1.29,.293,75.3%,3.71,4.62
9,2018-06-01,NYY,21.2,87,7.5,4.2,1.8,0.8,20.7%,11.5%,9.2%,.182,1.11,.210,75.5%,4.08,4.56
10,2018-06-01,SFG,26.1,121,6.8,2.7,2.5,0.7,16.5%,6.6%,9.9%,.300,1.56,.341,60.2%,3.54,4.37
11,2018-06-01,BOS,29.2,122,7.9,3.6,2.2,0.3,21.3%,9.8%,11.5%,.222,1.21,.281,89.9%,3.16,4.34
12,2018-06-01,MIN,29.1,119,6.8,1.2,5.5,1.8,18.5%,3.4%,15.1%,.261,1.13,.274,90.6%,5.04,4.24
13,2018-06-01,COL,21.1,88,5.9,2.5,2.3,0.4,15.9%,6.8%,9.1%,.278,1.31,.323,76.9%,3.58,4.13
14,2018-06-01,CIN,23.1,96,7.3,3.1,2.4,1.5,19.8%,8.3%,11.5%,.273,1.37,.308,79.5%,4.79,4.05
15,2018-06-01,WSN,16.2,69,9.7,1.6,6.0,0.5,26.1%,4.3%,21.7%,.231,1.08,.304,90.9%,2.50,4.00
16,2018-06-01,CLE,29.0,131,7.8,2.5,3.1,2.2,19.1%,6.1%,13.0%,.311,1.55,.341,52.4%,5.71,4.00
17,2018-06-01,ARI,16.0,66,6.8,2.8,2.4,1.1,18.2%,7.6%,10.6%,.246,1.25,.277,98.8%,4.22,3.94
18,2018-06-01,CHC,25.1,102,8.5,3.9,2.2,0.4,23.5%,10.8%,12.8%,.211,1.18,.273,87.4%,3.08,3.87
19,2018-06-01,SDP,26.2,104,7.4,1.0,7.3,1.4,21.1%,2.9%,18.3%,.257,1.09,.293,76.9%,3.80,3.77
20,2018-06-01,TBR,47.1,188,8.9,2.7,3.4,1.0,25.0%,7.4%,17.5%,.191,0.99,.230,87.5%,3.44,3.70
21,2018-06-01,TEX,24.1,97,6.3,2.2,2.8,0.0,17.5%,6.2%,11.3%,.239,1.11,.292,82.8%,2.75,3.70
22,2018-06-01,ATL,25.2,113,10.2,2.8,3.6,1.8,25.7%,7.1%,18.6%,.262,1.36,.319,70.0%,4.60,3.61
23,2018-06-01,LAD,26.1,109,11.3,2.4,4.7,0.3,30.3%,6.4%,23.8%,.232,1.14,.339,79.1%,2.29,3.55
24,2018-06-01,MIL,28.0,117,10.0,4.2,2.4,1.3,26.5%,11.1%,15.4%,.228,1.29,.275,92.1%,4.20,3.46
25,2018-06-01,DET,27.1,109,8.9,1.6,5.4,1.6,24.8%,4.6%,20.2%,.250,1.13,.292,79.2%,4.11,3.43
26,2018-06-01,SEA,25.1,104,11.7,3.9,3.0,0.0,31.7%,10.6%,21.1%,.256,1.34,.397,72.2%,2.10,3.40
27,2018-06-01,OAK,29.1,112,8.6,2.1,4.0,0.6,25.0%,6.3%,18.8%,.212,0.99,.270,88.2%,2.96,3.37
28,2018-06-01,HOU,27.2,116,11.4,2.3,5.0,1.3,30.2%,6.0%,24.1%,.248,1.23,.329,77.5%,3.27,2.76
29,2018-06-01,PHI,21.0,88,11.1,2.6,4.3,0.4,29.5%,6.8%,22.7%,.259,1.29,.364,66.4%,2.16,2.33
